,benchmark,conf_effective_cache_size,conf_effective_io_concurrency,conf_maintenance_work_mem,conf_max_parallel_workers,conf_random_page_cost,conf_seq_page_cost,conf_temp_buffers,conf_work_mem,queryTime_1,queryTime_10,queryTime_11,queryTime_12,queryTime_13,queryTime_14,queryTime_15,queryTime_16,queryTime_17_rewritten,queryTime_19,queryTime_2,queryTime_20_rewritten,queryTime_22,queryTime_3,queryTime_4,queryTime_5,queryTime_6,queryTime_7,queryTime_8,queryTime_9,queryTime_Total,scale_factor,timestamp
7,tpch,2GB,203.0,5687MB,4.0,8.0,2.0,460MB,3950MB,27.892974853515625,5.198689222335815,1.3467535972595217,4.5683794021606445,9.30297565460205,3.7758500576019287,6.770431518554688,3.3730647563934326,7.289092779159546,7.212266683578491,0.37409615516662603,3.376229047775269,1.6560473442077637,4.532838106155396,61.2883665561676,5.649679899215697,3.329716682434082,4.8200199604034415,5.728530168533325,8.939338922500609,176.42534136772156,5.0,1560220088
8,tpch,8GB,204.0,6261MB,1.0,2.0,6.0,531MB,3504MB,29.599033117294308,13.38375997543335,1.6742181777954102,4.7349984645843515,9.30827498435974,4.501567363739014,9.913111448287962,3.6276564598083496,8.100061893463135,7.740978002548218,0.4049546718597412,13.137686729431152,3.210989236831665,5.429324388504028,64.79173135757446,8.81602215766907,3.844084262847901,7.189129590988159,4.05524492263794,16.56181287765503,220.024640083313,5.0,1560220349
9,tpch,3GB,59.0,2299MB,7.0,10.0,14.0,466MB,2825MB,26.717660427093506,12.634704828262329,1.485457181930542,4.489502191543579,9.198784351348877,3.65192437171936,6.786028623580933,3.6579670906066895,7.1951940059661865,6.755166053771973,0.465632438659668,3.3817105293273926,1.7665841579437256,4.603019714355469,64.04929304122925,7.629693269729613,3.3926479816436768,6.080000162124634,3.663113832473755,9.226886510849,186.83097076416016,5.0,1560220574
10,tpch,4GB,241.0,4810MB,1.0,11.0,5.0,995MB,3266MB,29.23121953010559,13.260963916778564,1.317772388458252,4.75370454788208,9.16562557220459,3.9621672630310063,9.569951057434082,3.318861246109009,7.28919243812561,7.708457946777344,0.32315921783447266,3.6682302951812735,3.380906581878662,5.04194974899292,63.76175117492676,6.199862480163574,3.707472801208496,6.990562677383423,3.880925178527832,10.158916473388672,196.69165253639218,5.0,1560220813
11,tpch,1GB,50.0,2884MB,2.0,10.0,2.0,947MB,3671MB,26.480926513671875,5.362633943557738,1.2009608745574951,4.301679611206056,8.535675048828125,3.5745389461517334,10.080801010131836,3.327802896499634,7.0972740650177,6.925777912139893,0.3362281322479248,3.283567190170288,3.0734310150146484,4.467094898223877,60.907233238220215,5.618687868118286,3.213315486907959,4.74305272102356,5.607401847839356,9.232446193695068,177.37052941322327,5.0,1560221029
12,tpch,1GB,21.0,4644MB,5.0,5.0,12.0,568MB,2286MB,26.94898247718811,12.518104791641235,1.4112436771392822,4.40918755531311,8.564533472061157,3.545826196670532,7.066972494125366,3.37809419631958,7.12128496170044,6.831278324127197,0.4959757328033447,3.1939716339111333,1.7346882820129397,4.48301362991333,60.742125272750854,7.686801195144652,3.3849658966064453,6.226315975189209,3.587223529815674,8.88459086418152,182.2151801586151,5.0,1560221254
13,tpch,2GB,180.0,2367MB,1.0,12.0,10.0,594MB,60MB,29.054418325424194,13.27393388748169,1.5795834064483645,4.626081705093384,8.63879919052124,3.960837841033936,10.476030588150023,3.3702757358551025,7.360563516616821,7.549160718917848,0.34250855445861816,3.6567096710205083,3.855680227279663,5.03587532043457,60.720521450042725,6.2668561935424805,3.693897247314453,6.95927619934082,3.887717485427856,10.31090259552002,194.61962985992432,5.0,1560221487
14,tpch,8GB,96.0,5072MB,2.0,12.0,1.0,346MB,2823MB,26.36076807975769,5.353665828704834,1.1374216079711914,4.555943965911865,9.179625988006592,3.8226916790008554,9.811502695083616,3.0777699947357178,7.215968370437622,6.5158958435058585,0.34241151809692383,3.2854785919189453,3.3135223388671875,4.663173198699951,64.03802514076233,5.526959419250488,3.302698850631714,6.334820747375487,3.5867807865142822,13.1878080368042,184.61293268203733,5.0,1560221714
15,tpch,4GB,11.0,7487MB,3.0,9.0,6.0,238MB,2606MB,26.52545762062073,12.740234613418579,1.1575970649719238,4.4470055103302,9.095338582992555,4.129042387008667,7.209283113479613,3.285693645477295,7.159484386444093,6.971489191055298,0.3829712867736816,11.050766468048096,1.9002339839935305,4.607268810272217,60.14666986465454,7.465388298034668,3.2252898216247563,6.1445138454437265,3.512492656707764,8.713199377059938,189.86942052841187,5.0,1560221942
16,tpch,8GB,45.0,7855MB,3.0,13.0,1.0,309MB,2791MB,27.07903242111206,5.233551263809204,1.16772723197937,4.265222072601318,8.628706216812134,3.583353281021118,6.999267101287843,4.4160685539245605,7.14338231086731,6.897891283035277,0.3521006107330322,3.1839292049407963,1.936577320098877,4.434987783432007,60.67509317398071,5.578991889953613,3.284047842025757,6.043162107467651,3.660069704055786,13.373980522155762,177.9371418952942,5.0,1560222163
17,tpch,1GB,104.0,7098MB,3.0,13.0,4.0,257MB,3788MB,26.723875522613525,5.365258693695068,1.1683895587921145,4.461673498153687,8.456568717956543,3.651001691818237,7.1173648834228525,3.094440698623657,7.113885164260863,6.7054500579833975,0.35199451446533203,3.1768336296081543,1.8903627395629885,4.404662370681763,60.7782244682312,5.329118728637695,3.183774709701538,4.94606351852417,5.777737855911255,8.443999290466309,172.14068031311038,5.0,1560222373
18,tpch,6GB,159.0,830MB,5.0,3.0,11.0,905MB,636MB,26.52738976478577,11.989545106887816,1.3246707916259766,4.405943393707275,9.230408191680908,3.995418310165405,6.443164825439452,3.5003561973571777,7.332553386688232,6.766711950302124,0.4345617294311523,11.180269002914429,1.7661170959472656,4.991430282592773,63.548407554626465,7.856117725372314,3.251487493515014,6.183240413665772,3.645762205123901,13.80792784690857,198.18148326873782,5.0,1560222614
19,tpch,4GB,122.0,839MB,8.0,12.0,7.0,172MB,691MB,26.851222276687626,12.565348386764526,1.1448650360107422,4.459603309631348,8.56571102142334,4.006115674972533,6.739056587219237,3.2040789127349854,7.2133469581604,6.9563539028167725,0.3863921165466309,10.777948379516602,1.7830917835235596,4.688760995864868,63.58096957206726,7.487116813659668,3.4552686214447017,6.362502336502075,3.6622028350830083,8.685438871383669,192.57539439201355,5.0,1560222845
20,tpch,2GB,104.0,7271MB,1.0,14.0,3.0,367MB,3788MB,29.2490074634552,5.713449716567992,1.2617321014404297,4.928839683532715,9.181973934173584,4.075820446014403,10.387725353240967,3.1341326236724854,7.852946758270264,7.585856676101685,0.331740140914917,3.613718271255493,3.0472841262817383,5.02790117263794,60.2077488899231,6.209658622741699,3.715024471282959,5.402926445007324,6.540019273757935,9.820527076721193,187.28803324699402,5.0,1560223069
21,tpch,4GB,86.0,4452MB,1.0,3.0,5.0,844MB,257MB,29.52225399017334,13.288734912872314,1.444159984588623,4.665375709533691,9.070331335067747,4.434504985809326,9.547136545181273,3.6755139827728267,7.494779348373412,7.54060959815979,0.4264023303985596,12.74869704246521,3.4000883102416988,5.049343347549439,63.77988457679749,8.396169662475586,3.793493270874024,6.993054628372192,3.97572660446167,9.972048044204714,209.2183082103729,5.0,1560223317
22,tpch,4GB,242.0,3345MB,3.0,2.0,6.0,344MB,3233MB,26.906923294067386,12.389832496643065,1.4412195682525637,4.3277196884155265,9.215698957443236,3.9691557884216313,7.0986900329589835,3.3339996337890625,7.913409233093263,6.710022687911987,0.4375290870666504,11.177907943725586,1.971764326095581,4.606541872024536,60.3098521232605,7.602326393127441,3.3063461780548096,6.359523057937622,3.4762840270996094,8.527087211608888,191.08183360099792,5.0,1560223551
23,tpch,8GB,57.0,175MB,5.0,8.0,6.0,117MB,1420MB,26.607041358947754,12.52507495880127,1.1520254611968994,4.435129880905151,8.583184719085692,4.027475833892821,6.523115396499634,3.112865209579468,7.311196327209473,6.734160661697388,0.33689522743225103,10.94719648361206,1.7698426246643066,4.705891370773315,64.21023273468018,7.583739042282104,3.368613243103028,6.129767656326294,3.6020731925964355,13.698243141174315,197.36376452445984,5.0,1560223787
24,tpch,5GB,27.0,7332MB,4.0,11.0,16.0,561MB,1465MB,26.65496349334717,12.207602977752686,1.4211719036102295,4.459082126617432,8.586358547210692,4.017542362213135,6.836776256561278,3.624016284942627,7.754565715789795,6.980815649032593,0.4015953540802002,11.003165483474731,1.756829023361206,4.673852920532227,60.295485496520996,7.564909934997559,3.4471035003662114,6.362545490264893,3.62881064414978,8.532494306564331,190.20968747138974,5.0,1560224020
25,tpch,1GB,47.0,5084MB,7.0,2.0,1.0,151MB,3591MB,26.607028007507324,5.238954305648804,1.1469056606292725,4.499224662780762,8.512412071228027,3.521549940109253,6.822079181671143,3.1909632682800293,7.027158975601196,6.8731327056884775,0.3370716571807861,3.3270554542541504,1.679401397705078,4.4840731620788565,63.42339086532593,5.4738640785217285,3.365829944610596,6.280057907104492,5.57506251335144,8.249530792236326,175.63474655151367,5.0,1560224234
26,tpch,7GB,177.0,3392MB,8.0,12.0,8.0,833MB,3422MB,26.459718227386475,12.112809658050535,1.1612074375152588,4.308516979217528,8.497992992401121,3.931240081787109,6.746976137161255,3.3444154262542725,7.669690132141112,6.8305439949035645,0.3343369960784912,11.128568649291992,1.758927583694458,4.629150867462158,63.38955068588257,7.1672680377960205,3.3030214309692383,6.19638204574585,3.4886648654937744,13.748412370681764,196.20739459991452,5.0,1560224473
27,tpch,2GB,183.0,7142MB,6.0,11.0,2.0,296MB,3951MB,26.249331951141357,5.256479740142822,1.1742074489593506,4.2492077350616455,9.017957448959349,3.4612414836883545,6.817076683044434,3.1368601322174072,7.440751314163207,6.566007137298584,0.33302855491638184,3.2114167213439937,1.6149394512176514,4.3869404792785645,63.42744207382202,5.307185173034668,3.34721040725708,4.653345823287964,5.7414023876190186,8.770771980285645,174.1628041267395,5.0,1560224685
28,tpch,1GB,196.0,7069MB,7.0,10.0,3.0,296MB,3427MB,26.654520273208615,5.27629828453064,1.2262890338897705,4.3371262550353995,8.526035308837889,3.505321502685547,6.8209991455078125,3.1413612365722656,7.099860906600952,6.942556142807008,0.3415653705596924,3.1468515396118164,1.7101430892944336,4.458754539489746,59.94729733467102,5.5338664054870605,3.228256225585937,4.6633031368255615,5.722907781600952,8.24659252166748,170.52990603446958,5.0,1560224893
29,tpch,3GB,135.0,136MB,6.0,15.0,1.0,216MB,1774MB,26.66228485107422,5.252235174179077,1.1569437980651855,4.321370840072632,8.483526945114138,3.4975850582122803,6.641479730606079,3.052415132522583,7.631637096405028,6.620280981063843,0.4689362049102783,3.130174160003662,1.717785358428955,4.440380334854126,60.49545979499817,5.334015607833862,3.340638875961304,4.726003646850586,5.551120042800903,8.629035711288452,171.1533093452454,5.0,1560225103
30,tpch,1GB,196.0,6012MB,6.0,12.0,1.0,255MB,4000MB,26.470836400985718,5.3161871433258066,1.2191729545593262,4.548216104507446,8.519931316375732,3.5473577976226807,6.803246021270753,3.0433466434478764,7.685496807098389,6.727073907852173,0.3403928279876709,3.2616968154907227,1.6324591636657717,4.622686386108398,64.37177801132202,5.3820528984069815,3.3814480304718018,4.960019588470459,5.648183584213258,8.928646564483643,176.41022896766663,5.0,1560225316
31,tpch,4GB,90.0,4161MB,4.0,9.0,16.0,456MB,2387MB,26.721805095672607,12.157634019851685,1.31791353225708,4.475745439529419,9.124806880950928,3.9691221714019775,6.4909141063690186,3.330118417739868,7.209289789199829,6.5756261348724365,0.4602956771850586,10.795435667037964,1.7223875522613523,4.565047025680542,63.34208297729492,7.12420654296875,3.4416096210479736,6.086362361907959,3.614548921585083,8.473560810089111,190.9985127449036,5.0,1560225546
32,tpch,5GB,155.0,1156MB,1.0,2.0,6.0,715MB,1112MB,28.91218137741089,12.917266607284546,1.9000015258789065,4.571519136428833,9.26077651977539,4.266207933425903,11.592694759368895,4.457290649414063,9.640007734298708,7.49876070022583,0.4428195953369141,12.595276594161987,3.3830549716949463,5.4154086112976065,63.7901668548584,8.594676733016968,4.174217462539674,7.025341749191284,4.10250186920166,9.813147306442259,214.3533186912537,5.0,1560225803
33,tpch,2GB,28.0,5084MB,8.0,2.0,1.0,173MB,3628MB,26.42376446723938,5.42716121673584,1.1862175464630127,4.394291400909424,8.452937126159668,3.534497737884521,6.93881106376648,3.2628884315490723,7.0498290061950675,6.8789591789245605,0.38421106338500977,3.259779453277588,1.6370532512664795,4.578494071960449,59.83018398284912,5.548053741455078,3.18726658821106,6.190577507019043,5.751262426376343,8.304840326309204,172.2210795879364,5.0,1560226014
34,tpch,2GB,83.0,153MB,8.0,4.0,1.0,203MB,1455MB,26.566763639450073,5.117569923400879,1.1860032081604004,4.2822585105896005,8.359949588775635,3.670862913131714,7.036520004272461,3.1082160472869877,7.495146989822388,6.570629596710205,0.34676551818847656,3.0941176414489746,1.6324162483215332,4.40952730178833,59.94499111175537,5.546487808227539,3.1739211082458496,4.673049211502075,5.733886957168579,8.887369394302366,170.83645272254944,5.0,1560226227
35,tpch,2GB,16.0,637MB,8.0,4.0,2.0,73MB,2079MB,27.05513596534729,5.331076145172119,1.2101342678070068,4.47515344619751,9.194135904312132,3.6230311393737793,6.810474872589111,3.318499565124512,6.980103254318237,6.718661785125732,0.3392322063446045,3.130457639694214,1.767869234085083,4.816521883010863,60.790091037750244,5.5733561515808105,3.208293199539185,6.309822082519531,5.617436647415161,8.381495714187622,174.65098214149475,5.0,1560226440
36,tpch,2GB,15.0,3172MB,3.0,1.0,6.0,935MB,3553MB,27.46920895576477,12.114044189453125,1.3985414505004885,4.4327964782714835,8.564147710800171,4.079341173171997,6.938106298446655,3.620285987854004,7.194604158401488,6.587536573410034,0.4733350276947022,11.282231330871582,1.9813172817230225,4.643188238143921,64.24722099304199,7.6529436111450195,3.469088315963745,6.317693948745728,3.6744108200073238,8.681087970733643,194.8211305141449,5.0,1560226678
37,tpch,2GB,89.0,1576MB,8.0,12.0,2.0,903MB,2129MB,26.24592399597168,5.138320446014403,1.1327433586120603,4.383537530899049,9.097908258438109,3.4379312992095947,6.546012878417969,3.2909140586853027,7.001044988632202,6.944699048995973,0.3845226764678955,3.2744908332824707,1.6296646595001218,4.411153316497803,63.478202104568474,5.396688938140869,3.1734082698822017,4.643723726272583,5.578126192092896,8.586433887481691,173.77545046806338,5.0,1560226891
38,tpch,3GB,196.0,7196MB,7.0,10.0,1.0,275MB,3594MB,26.9755277633667,5.3238792419433585,1.16583514213562,4.196016073226929,8.426992416381836,3.447281837463379,6.774522542953491,3.2616240978240967,6.982804298400879,6.764049053192139,0.33873820304870605,3.2627885341644287,1.7037093639373782,4.589533567428589,60.279136180877686,5.243989229202271,3.1661696434021,4.75949501991272,5.53258752822876,8.532188653945923,170.72686839103702,5.0,1560227104
39,tpch,5GB,97.0,6604MB,3.0,9.0,1.0,408MB,2079MB,26.82218623161316,5.216109752655028,1.151071310043335,4.1674532890319815,9.046751737594603,3.51908540725708,7.243916273117065,3.281203508377075,6.943185567855835,6.591250419616699,0.3320407867431641,3.1212279796600337,1.87363600730896,4.53806471824646,60.09441328048706,5.5436134338378915,3.230398416519165,6.188174486160277,3.4545135498046875,8.640740633010862,170.99903678894043,5.0,1560227314
40,tpch,6GB,220.0,3766MB,1.0,7.0,10.0,867MB,3097MB,28.777878522872925,12.979499340057373,1.753164291381836,4.5939249992370605,9.02696418762207,4.235686302185059,10.31016206741333,3.7863383293151855,7.9050235748291025,7.494483947753906,0.36382627487182617,12.69725775718689,3.1049749851226807,5.37094259262085,60.37881517410278,8.587191343307495,3.747492551803589,6.8541619777679434,3.970762491226196,15.836218357086182,211.77476906776428,5.0,1560227569
41,tpch,7GB,224.0,3145MB,7.0,4.0,13.0,823MB,230MB,26.512227296829227,12.573354244232178,1.322847604751587,4.397711992263794,8.585024833679201,3.8996198177337646,6.838756084442139,3.4397313594818115,7.76514196395874,6.827445983886719,0.4479355812072754,11.063786029815674,1.7652015686035156,5.013474941253662,60.97107315063477,7.782271862030028,3.4197685718536377,6.290719747543335,3.66662859916687,13.673002004623413,196.2557232379913,5.0,1560227803
42,tpch,8GB,142.0,115MB,6.0,14.0,13.0,561MB,460MB,26.351931810379032,12.411943197250366,1.0816729068756104,4.409886598587036,8.460727453231813,3.779162168502808,6.6712796688079825,3.1408612728118896,7.581905126571655,6.738187313079834,0.3560113906860352,11.01046633720398,1.699256420135498,4.42681622505188,63.43621444702149,12.681291341781616,3.3860290050506587,5.974992752075195,3.5471308231353764,13.72511386871338,200.87088012695312,5.0,1560228047
43,tpch,2GB,216.0,7409MB,8.0,10.0,2.0,290MB,3472MB,26.47337794303894,5.357667446136475,1.1565210819244385,4.202118635177611,8.410888910293579,3.3822438716888428,6.879307508468628,3.354524850845337,7.419810771942139,6.864315509796143,0.3518962860107422,3.1962807178497314,1.6920638084411619,4.61061954498291,59.6352686882019,5.26894474029541,3.2526395320892334,4.644338130950928,5.670161724090576,8.459667921066284,170.28265762329104,5.0,1560228256
44,tpch,4GB,241.0,2824MB,7.0,3.0,8.0,221MB,1070MB,26.982520818710327,12.444556951522827,1.3987329006195068,4.183820962905884,8.526149749755861,3.8682978153228764,6.940359354019165,3.519652366638184,7.581725835800171,6.714890480041504,0.4296681880950928,11.052735567092896,1.7030801773071291,4.360630750656128,60.42925333976746,7.2079317569732675,3.3893911838531494,6.251545667648315,3.5562031269073486,8.56702184677124,189.10816884040835,5.0,1560228488
45,tpch,2GB,88.0,5905MB,7.0,4.0,1.0,313MB,417MB,27.10978150367737,5.185141563415527,1.185753583908081,4.421406030654907,9.007411003112793,3.503924369812012,6.931753396987915,2.996877908706665,7.6048738956451425,6.542284965515138,0.35571861267089844,3.186185359954834,1.6983227729797363,4.324716806411743,59.69551467895508,5.2772772312164316,3.3162972927093506,4.836013078689575,5.6671319007873535,8.766379356384277,171.6127653121948,5.0,1560228698
46,tpch,1GB,13.0,5255MB,4.0,11.0,10.0,506MB,1475MB,26.13317680358887,12.08961296081543,1.0649912357330322,4.425992250442505,9.043245315551758,3.44385313987732,6.541261672973633,3.054040670394897,7.015510559082031,6.60068941116333,0.3301234245300293,3.2977511882781982,1.6826367378234863,4.3547093868255615,62.92985916137695,5.26129937171936,3.316818952560425,6.40254020690918,3.435943126678467,8.322745084762571,178.74680066108704,5.0,1560228919
47,tpch,3GB,219.0,7199MB,7.0,12.0,2.0,297MB,3339MB,26.815897703170773,5.047016143798828,1.1656808853149414,4.2166829109191895,8.427726745605469,3.4943103790283203,6.639540910720825,3.219884157180786,7.4355309009552,6.853902339935303,0.33156180381774897,3.212612628936768,1.6898069381713867,4.595582008361816,60.16507029533386,5.413357496261597,3.1382253170013428,4.696020841598512,5.688395023345947,8.576802968978884,170.8236083984375,5.0,1560229129
48,tpch,3GB,47.0,5274MB,8.0,3.0,1.0,338MB,3386MB,26.80814814567566,5.37853479385376,1.1708824634552002,4.248368501663208,8.429593801498411,3.4847750663757324,6.581139087677003,3.082601308822632,6.978878974914551,6.5477867126464835,0.3527801036834717,3.081834077835083,1.6743383407592771,4.454252243041992,59.986037015914924,5.2858331203460684,3.3230707645416264,6.2624149322509775,5.696706295013428,8.081588268280031,170.90956401824948,5.0,1560229343
49,tpch,3GB,80.0,7965MB,6.0,9.0,9.0,960MB,3069MB,26.93333148956299,12.097075700759888,1.0966639518737793,4.270721435546875,9.05622911453247,3.525947093963623,6.655545234680176,3.010649919509888,7.044560194015503,6.584003448486327,0.3385806083679199,3.1516764163970947,1.6772119998931885,4.285834312438965,59.96819758415222,7.529280185699463,3.1666438579559326,6.287832975387572,3.404747486114502,8.684306621551514,178.7690396308899,5.0,1560229560
50,tpch,3GB,161.0,503MB,7.0,15.0,2.0,243MB,1751MB,26.28784346580505,5.05009913444519,1.1751859188079834,4.417943239212036,9.076745748519896,3.4648237228393555,6.7841854095458975,4.338858366012573,7.390524864196777,6.797308206558228,0.3304264545440674,3.228187084197998,1.6982131004333496,4.468289375305176,63.00283241271973,5.2553443908691415,3.3230934143066406,4.891243934631348,5.734023094177246,8.530838489532469,175.24600982666016,5.0,1560229778
51,tpch,2GB,216.0,7409MB,8.0,10.0,2.0,290MB,3472MB,26.4459240436554,5.034004211425781,1.119755506515503,4.20463490486145,9.004758358001709,3.492467403411865,6.6812584400177,3.0299713611602783,7.438400983810425,6.714752197265625,0.3445913791656494,3.234949350357056,1.6907486915588381,4.3460161685943595,63.02736496925354,5.298231601715088,3.2698056697845463,4.859523057937622,5.6725029945373535,8.505845069885254,173.41550636291504,5.0,1560229990
0,tpch,4GB,1.0,64MB,8.0,4.0,1.0,8MB,4MB,151.48821330070498,64.97425580024718,10.239610433578493,60.32350778579712,40.62194275856018,36.685921669006355,80.39543318748473,30.861854791641235,116.3113100528717,40.239449501037605,20.34820890426636,37.26229906082153,10.871086835861206,67.80039024353027,74.19787955284119,63.83741760253906,35.4630925655365,59.01940965652466,47.000977516174316,195.0613944530487,1243.0036556720736,30.0,1560176280
1,tpch,4GB,1.0,64MB,8.0,4.0,1.0,8MB,4MB,148.2249577045441,59.631605863571174,9.908780813217165,60.155646800994866,40.314295053482056,34.29794692993164,74.51834750175477,28.208722591400146,120.54031896591188,40.305346965789795,19.895315170288086,36.954258680343635,10.727459192276,65.08029961586,71.73089027404784,65.2325177192688,34.92842388153076,56.95094585418701,45.88080024719238,154.0870270729065,1177.5739068984985,30.0,1560177668
2,tpch,8GB,194.0,2200MB,5.0,4.0,2.0,785MB,3191MB,148.40562677383426,44.82532978057861,8.016119003295897,48.22080254554749,51.27995157241821,32.30004048347473,73.49104523658751,22.843347787857056,72.51026225090027,40.904985666275024,13.328285217285154,36.217572927474976,9.661357402801514,42.65422153472901,24.79693865776062,43.74328255653381,35.108791589736946,43.98192572593689,44.86213183403015,62.69979929924011,899.8518178462982,30.0,1560178784
3,tpch,3GB,157.0,7178MB,8.0,2.0,10.0,656MB,1030MB,148.1490314006805,45.4824857711792,9.042830228805544,48.03136157989502,54.1699903011322,32.57745909690857,71.85620903968811,23.19709801673889,72.01384592056273,41.31026935577393,15.41043210029602,36.690821647644036,10.168022871017458,42.595328569412224,442.9507267475128,45.72271847724914,35.21444034576415,46.24951195716858,52.95472979545593,62.66231346130371,1336.4496266841886,30.0,1560180275
4,tpch,8GB,77.0,18MB,4.0,10.0,15.0,191MB,3354MB,148.56068897247312,46.466111183166504,12.746796131134033,41.52091574668884,54.56518077850342,32.502636909484856,72.0262050628662,36.730963230133064,71.8362193107605,41.22986364364624,26.042893171310425,35.86866760253906,10.032517433166504,42.59699463844299,443.2124497890472,44.90688157081604,35.43784856796265,44.928207635879524,47.85594153404236,67.86866712570189,1356.9366500377655,30.0,1560181787
5,tpch,8GB,241.0,7833MB,8.0,12.0,12.0,492MB,3690MB,149.92796969413754,45.00707483291626,8.42012095451355,41.16079139709473,54.18198752403259,32.417218446731574,74.64393758773805,23.15521049499512,71.64882874488829,41.08210229873657,13.848426103591919,36.15269541740417,9.946210622787477,42.74536180496216,24.558552265167236,43.65270304679871,35.338437080383294,44.43076419830322,47.94029092788696,66.94036674499512,907.1990501880646,30.0,1560182849
6,tpch,7GB,161.0,600MB,6.0,14.0,11.0,286MB,3877MB,149.85241985321042,45.79226732254028,7.688784837722777,41.404873609542854,51.165914058685296,32.78454804420471,73.86632466316223,21.563300609588623,71.92361688613893,41.129311800003045,13.575582504272461,36.378817081451416,10.13458776473999,41.974352836608894,24.18078136444092,43.73439383506775,35.192527294158936,43.51938223838806,44.772929191589355,66.92153620719911,897.5562520027161,30.0,1560183903
7,tpch,2GB,203.0,5687MB,4.0,8.0,2.0,460MB,3950MB,150.09976315498355,45.62407207489014,7.9829156398773184,49.19330215454102,51.25031661987305,33.997090339660645,74.49454021453856,23.017051458358765,71.85138630867004,41.20994138717651,13.526165008544922,36.2643256187439,9.724367618560793,43.28103709220886,25.06995797157288,43.35119605064392,35.238837718963616,43.37178087234497,45.019421815872185,62.639370441436775,906.2068395614624,30.0,1560184970
8,tpch,8GB,204.0,6261MB,1.0,2.0,6.0,531MB,3504MB,162.9243674278259,47.86514091491699,17.017242193222046,44.643818616867065,54.04454493522644,33.33417916297913,80.66407799720764,38.28656530380249,72.03703212738037,43.638938426971436,26.66476964950561,37.140782356262214,18.85499668121338,45.07266783714294,438.0766987800598,47.88078498840332,36.131703615188606,49.84735679626465,62.71752595901489,69.48610115051271,1426.3292949199677,30.0,1560186559
9,tpch,3GB,59.0,2299MB,7.0,10.0,14.0,466MB,2825MB,147.65246295928958,44.99781012535095,8.283174991607666,42.128700256347656,54.32333278656006,32.48200917243957,73.18719911575317,25.125264167785645,72.01125502586366,41.16302537918091,13.7314932346344,36.26516771316528,10.065078020095823,42.48135185241699,441.7006158828736,43.91449999809265,35.03853702545166,43.75255751609802,47.86641716957092,66.86962628364563,1323.0395786762238,30.0,1560188043
10,tpch,4GB,241.0,4810MB,1.0,11.0,5.0,995MB,3266MB,163.82110452651978,46.363980054855354,8.541278600692749,51.737223863601685,51.478862047195435,34.308407545089715,79.88515448570251,20.49796462059021,71.58560490608215,42.4125862121582,13.964805603027346,37.457107305526726,18.106654167175293,45.78542971611023,25.711877822875977,45.68599343299866,36.088050127029426,46.18378710746765,46.11633491516113,69.8884813785553,955.6206884384156,30.0,1560189159
11,tpch,1GB,232.0,1742MB,3.0,12.0,2.0,528MB,929MB,148.98287630081174,45.201138734817505,9.806906700134276,51.60506057739258,51.84434747695923,32.81184554100037,73.12791681289674,21.757059335708615,71.28219342231749,41.466744661331184,20.099867343902584,35.93018651008607,11.389849185943605,42.159466981887824,57.46552109718323,44.26708722114563,35.2613160610199,44.51014709472656,44.83686447143555,61.98038458824158,945.7867801189424,30.0,1560190259
12,tpch,4GB,195.0,5422MB,1.0,2.0,2.0,118MB,1570MB,164.4868450164795,46.83496952056885,9.16145658493042,43.15525627136231,53.90901923179626,34.86756944656372,81.75207853317261,22.178457498550415,72.19073843955994,42.881255865097046,13.844496011734009,37.715393781661994,18.045732975006107,45.094072103500366,26.280246257781982,46.16455888748169,36.289795637130744,46.61491799354553,52.82038497924805,70.52345943450928,964.8107044696808,30.0,1560191388
13,tpch,2GB,180.0,2367MB,1.0,12.0,10.0,594MB,60MB,163.05687975883484,47.94731378555298,11.949029922485352,46.07243919372559,36.761849641799934,33.4971604347229,79.7332103252411,26.178080081939697,72.67617845535278,43.278945684432976,14.031165838241575,37.57424664497376,18.955175638198853,62.842445373535156,95.27986216545105,42.82765030860901,36.385014295577996,48.3480339050293,47.22201776504517,73.48088550567627,1038.0975847244265,30.0,1560192581
14,tpch,8GB,96.0,5072MB,2.0,12.0,1.0,346MB,2823MB,148.88123631477356,45.14213252067566,8.04327392578125,50.182823181152344,50.05999779701233,32.59936618804932,81.22231507301329,22.81939148902893,72.05663967132568,41.82832407951354,13.29934549331665,36.147873163223274,18.628764867782593,43.24702548980713,25.40636420249939,43.72668099403381,35.393850564956665,44.18531942367554,45.21475696563721,62.559298515319824,920.644779920578,30.0,1560193666
15,tpch,4GB,11.0,7487MB,3.0,9.0,6.0,238MB,2606MB,148.7711458206177,45.86639022827149,8.193091869354246,59.515884160995476,51.469591856002815,32.62349843978882,75.99878287315369,23.00262808799744,72.42977452278137,41.0831356048584,14.028557300567627,36.44450044631958,11.318384170532227,42.45688891410828,24.59885764122009,43.74566125869751,35.34582781791686,56.206373691558845,45.11928915977478,62.12954235076904,930.3478062152864,30.0,1560194757
16,tpch,8GB,45.0,7855MB,3.0,13.0,1.0,309MB,2791MB,166.80187892913818,52.12152695655823,9.028926134109495,55.37642097473145,51.930955410003655,33.57410764694214,81.25209975242616,25.30497574806213,81.58424568176271,44.33706617355347,13.642954587936401,41.37672829627991,11.691456079483032,45.66738224029541,27.30952215194702,46.793967485427856,40.1196346282959,45.93253231048584,50.54586839675903,70.52025508880615,994.9125046730043,30.0,1560195917
