,Experiment_name,benchmark,conf_effective_cache_size,conf_effective_io_concurrency,conf_maintenance_work_mem,conf_max_parallel_workers,conf_parallel_setup_cost,conf_random_page_cost,conf_seq_page_cost,conf_temp_buffers,conf_work_mem,iteration,queryTime_1,queryTime_10,queryTime_11,queryTime_12,queryTime_13,queryTime_14,queryTime_15,queryTime_16,queryTime_17_rewritten,queryTime_19,queryTime_2,queryTime_20_rewritten,queryTime_22,queryTime_3,queryTime_4,queryTime_5,queryTime_6,queryTime_7,queryTime_8,queryTime_9,queryTime_Total,scale_factor,timestamp
365,k8sCluster_10g_100_3_avg_duplicated,tpch,7GB,96.0,6338MB,8.0,,10.0,2.0,427MB,1478MB,59.0,45.144939661026,13.545834302902222,3.3171544075012207,14.292993783950806,25.974451541900635,7.786075115203857,18.58179426193237,8.39548134803772,25.9080822467804,10.122293710708616,5.673609495162964,8.39246654510498,4.354467868804932,12.685908079147339,17.716559410095215,11.678953647613525,7.576612710952759,12.780385494232178,13.5406973361969,20.82402229309082,289.4720573425293,10.0,1567885722.0
366,k8sCluster_10g_100_3_avg_duplicated,tpch,5GB,87.0,1061MB,5.0,,13.0,6.0,10MB,2756MB,60.0,46.37984824180603,12.657515048980713,3.3051764965057373,13.909977674484253,25.585428476333615,7.975121259689331,17.782401561737057,8.292488813400269,25.31146597862244,10.40216898918152,5.6911563873291025,8.458624124526978,4.575169801712036,12.525152921676636,18.07634258270264,12.92286205291748,7.95968770980835,11.943097114562988,14.042625904083252,22.40176296234131,288.0974872112274,10.0,1567886795.0
367,k8sCluster_10g_100_3_avg_duplicated,tpch,5GB,87.0,1061MB,5.0,,13.0,6.0,10MB,2756MB,61.0,46.93557906150818,12.953083276748655,3.0969021320343018,14.532083749771118,26.232530355453488,9.208775281906126,17.098299980163574,8.153683423995973,24.54811763763428,10.137659788131712,6.18346095085144,8.295876502990723,4.7355215549468985,11.888395547866821,16.213247537612915,11.328259706497192,7.758099317550659,11.378532409667967,14.450611591339113,21.462858676910397,288.0974872112274,10.0,1567887868.0
368,k8sCluster_10g_100_3_avg_duplicated,tpch,5GB,87.0,1061MB,5.0,,13.0,6.0,10MB,2756MB,62.0,44.68929958343506,12.120645761489868,3.2463972568511963,15.19139575958252,25.59162020683289,7.660267353057861,17.758449077606198,8.278313398361206,25.50213170051575,10.268775224685667,5.643232345581055,8.539769411087036,4.155306339263916,13.226571798324585,16.173413276672367,12.409034729003904,8.740903854370117,11.11748218536377,15.395320415496824,21.794479370117188,288.0974872112274,10.0,1567888928.0
369,k8sCluster_10g_100_3_avg_duplicated,tpch,3GB,169.0,6599MB,2.0,,2.0,14.0,844MB,1857MB,63.0,47.45833921432495,13.680734872817993,4.253336191177368,10.840458154678345,26.105434894561768,11.109192371368408,31.44898295402527,9.302216291427614,25.95946025848389,10.200417518615724,7.705290794372559,56.57790970802307,10.545023441314695,12.31877589225769,341.5727593898773,12.507958173751831,8.150088787078857,13.047698497772215,14.298071384429932,22.06888771057129,663.701365073522,10.0,1567890405.0
370,k8sCluster_10g_100_3_avg_duplicated,tpch,3GB,169.0,6599MB,2.0,,2.0,14.0,844MB,1857MB,64.0,47.04073691368103,12.499605894088745,4.230786323547363,10.93008017539978,26.49006938934326,11.726928234100342,30.689982175827023,9.276500701904297,24.022531747817997,10.1122407913208,7.4594857692718515,8.206138372421265,10.635785579681396,12.631127834320068,326.58243060112005,11.971480131149292,8.024794816970825,13.424821615219116,10.661288261413574,20.354137182235718,663.701365073522,10.0,1567891757.0
371,k8sCluster_10g_100_3_avg_duplicated,tpch,3GB,169.0,6599MB,2.0,,2.0,14.0,844MB,1857MB,65.0,46.30036449432373,14.875056028366089,4.035566568374634,10.9477698802948,26.711119890213013,11.938807487487793,29.449928522109985,9.02941393852234,26.151492595672607,10.664290189743044,7.408014059066772,56.05215215682984,11.02634048461914,13.248734712600708,334.9417247772217,12.277263402938845,8.021713733673097,13.713033437728882,11.143880367279053,27.04543948173523,663.701365073522,10.0,1567893296.0
372,k8sCluster_10g_100_3_avg_duplicated,tpch,2GB,232.0,4198MB,2.0,,13.0,7.0,550MB,3640MB,66.0,45.94967889785767,13.477916717529295,5.114150762557983,14.95736312866211,27.32786440849304,8.163921594619751,30.706299304962158,8.3645179271698,24.991663694381714,10.308636426925661,5.815565824508668,7.7688140869140625,10.600147247314453,13.640642881393433,17.302809476852413,11.548314571380615,8.268096685409546,11.677799224853516,9.785329818725586,23.252580404281613,304.631117661794,10.0,1567894403.0
373,k8sCluster_10g_100_3_avg_duplicated,tpch,2GB,232.0,4198MB,2.0,,13.0,7.0,550MB,3640MB,67.0,45.75434517860413,12.604463338851929,5.031844139099121,13.01719331741333,25.83990979194641,7.954756021499634,30.824087858200073,8.150575876235964,25.694350957870483,10.586548805236816,5.660992622375487,8.479046583175661,10.343531131744383,12.7268328666687,16.339677810668945,11.954981565475464,7.9797918796539316,10.976820468902588,10.653588056564333,22.803938150405887,304.631117661794,10.0,1567895525.0
374,k8sCluster_10g_100_3_avg_duplicated,tpch,2GB,232.0,4198MB,2.0,,13.0,7.0,550MB,3640MB,68.0,45.467421293258674,13.90941071510315,4.774797201156616,13.727551698684692,26.33238768577576,8.401754379272461,29.48860239982605,8.39332914352417,25.158292055130005,10.433748960494997,5.4640164375305185,8.004608869552612,10.195147752761839,12.621013879776001,17.174590349197388,10.81082797050476,8.178383588790894,11.192917346954346,10.103559732437132,21.661602020263672,304.631117661794,10.0,1567896690.0
375,k8sCluster_10g_100_3_avg_duplicated,tpch,4GB,178.0,5330MB,8.0,,7.0,2.0,464MB,3059MB,69.0,45.10110950469971,12.597168684005736,3.1611406803131104,14.031049966812134,25.759242296218872,7.901283025741577,16.929985523223873,8.603332042694094,25.738924503326416,10.129458189010618,5.961221218109131,8.57874870300293,4.757117033004762,12.524269342422485,17.002015352249146,11.650917530059814,7.695535182952881,10.461981773376463,14.081011533737184,21.00124168395996,285.26243766148883,10.0,1567897751.0
376,k8sCluster_10g_100_3_avg_duplicated,tpch,4GB,178.0,5330MB,8.0,,7.0,2.0,464MB,3059MB,70.0,44.37684273719788,13.50917363166809,3.3338327407836914,13.745308637619019,25.46976375579834,7.943154573440553,17.56119966506958,8.575533390045166,24.294472455978394,10.628373861312868,5.625436067581177,8.381217479705809,4.806166648864746,13.140762090682983,16.833052396774292,12.811553478240967,7.906324863433838,11.774596214294435,9.854462623596193,22.04899382591248,285.26243766148883,10.0,1567898797.0
377,k8sCluster_10g_100_3_avg_duplicated,tpch,4GB,178.0,5330MB,8.0,,7.0,2.0,464MB,3059MB,71.0,47.96726036071777,12.248419761657715,3.203781843185425,13.357267618179321,25.44411373138428,8.143256425857544,17.638874053955078,7.960747957229613,25.88028335571289,10.289955615997314,5.816007137298584,8.823880195617676,4.545757532119751,12.932096719741821,17.271400451660153,11.614200115203856,8.231870174407959,12.064149618148804,14.436963319778442,21.630052089691162,285.26243766148883,10.0,1567899866.0
378,k8sCluster_10g_100_3_avg_duplicated,tpch,5GB,93.0,6648MB,6.0,,13.0,13.0,4MB,3711MB,72.0,45.01754713058472,14.300201416015625,3.2597079277038574,10.896195888519287,26.353044986724854,9.366319417953493,17.120239734649658,8.166261196136475,25.83505415916443,10.473190784454346,5.6464524269104,9.348706960678099,4.339609384536743,12.678957462310793,16.198760986328125,13.08174204826355,8.285198926925661,12.557759046554565,10.613108873367311,23.86759686470032,286.0975517431895,10.0,1567900947.0
379,k8sCluster_10g_100_3_avg_duplicated,tpch,5GB,93.0,6648MB,6.0,,13.0,13.0,4MB,3711MB,73.0,46.98188328742981,12.015934705734253,3.0715672969818115,11.484418869018555,27.225636720657352,8.336596488952638,16.557360887527466,8.528818607330322,25.931878089904785,10.416289567947386,6.184560060501099,8.691818237304688,4.704591989517212,11.868869543075562,16.31402587890625,10.826294183731079,8.247097253799437,10.78204870223999,13.806373596191404,23.229235887527466,286.0975517431895,10.0,1567902078.0
380,k8sCluster_10g_100_3_avg_duplicated,tpch,5GB,93.0,6648MB,6.0,,13.0,13.0,4MB,3711MB,74.0,46.63323211669922,13.143118143081665,3.2559654712677,11.187427997589113,25.581691980361942,8.272411108016968,17.052013397216793,7.971066951751709,25.558507680892944,10.1048686504364,5.551277160644531,8.991651773452757,4.819021463394165,12.28958511352539,16.823936939239502,10.972477197647095,8.104039907455443,11.504560947418213,14.174528121948242,23.690317630767822,286.0975517431895,10.0,1567903134.0
381,k8sCluster_10g_100_3_avg_duplicated,tpch,8GB,199.0,5640MB,5.0,,5.0,8.0,722MB,3939MB,75.0,45.56275653839111,12.939589262008667,4.104339122772217,10.868767738342283,25.690255880355835,11.923254013061525,18.356242418289185,9.229792594909668,24.84340214729309,9.76366686820984,7.543049097061157,57.707778692245476,4.595513343811035,12.013999462127686,16.374502897262573,13.561706066131592,8.780143260955809,14.295966625213625,14.10648226737976,22.25591444969177,346.78119762738544,10.0,1567904280.0
382,k8sCluster_10g_100_3_avg_duplicated,tpch,8GB,199.0,5640MB,5.0,,5.0,8.0,722MB,3939MB,76.0,45.66487550735474,13.590176105499268,4.2576022148132315,11.81220245361328,25.490052461624146,12.792089700698853,16.614679336547848,9.698017120361328,24.01667022705078,11.583430528640747,7.2182044982910165,55.984273433685296,4.474033117294312,13.69474458694458,16.82126522064209,12.90087342262268,7.691723585128784,13.531616687774658,14.426227569580078,22.884047985076904,346.78119762738544,10.0,1567905408.0
383,k8sCluster_10g_100_3_avg_duplicated,tpch,8GB,199.0,5640MB,5.0,,5.0,8.0,722MB,3939MB,77.0,47.54518938064575,12.780694484710693,4.067197561264038,11.353109121322632,27.0728542804718,12.155171394348145,16.261871576309204,9.435741901397703,25.117008686065674,9.92164659500122,7.306881666183473,60.24162650108338,4.8193206787109375,14.006268501281738,15.80623197555542,11.443735122680664,8.209636449813843,13.501410484313965,14.548283815383911,25.08578419685364,346.78119762738544,10.0,1567906600.0
384,k8sCluster_10g_100_3_avg_duplicated,tpch,1GB,218.0,3430MB,3.0,,12.0,5.0,940MB,10MB,78.0,51.48520302772522,15.165332555770874,3.5041513442993164,11.732909679412842,12.363792657852173,8.382406234741211,20.71686673164368,8.914318084716797,25.66803789138794,11.742586851119995,7.211302995681763,7.882256746292113,5.898708581924439,15.573135375976562,18.301337480545047,19.034024715423588,7.591903209686278,12.977958917617798,10.527332067489622,25.381852626800537,304.0225276152293,10.0,1567907696.0
385,k8sCluster_10g_100_3_avg_duplicated,tpch,1GB,218.0,3430MB,3.0,,12.0,5.0,940MB,10MB,79.0,47.17290019989014,15.168385028839113,3.6773557662963863,12.212489128112793,13.01321291923523,7.824948072433473,21.582918643951416,8.821298360824587,26.31669592857361,10.140490055084227,7.30495285987854,8.863854169845583,6.045668601989746,18.896009683609012,24.225844621658325,16.478734016418453,8.076863288879395,11.950902223587036,16.27977728843689,23.51553082466125,304.0225276152293,10.0,1567908789.0
386,k8sCluster_10g_100_3_avg_duplicated,tpch,1GB,218.0,3430MB,3.0,,12.0,5.0,940MB,10MB,80.0,49.01430654525757,15.514859437942505,3.623459815979004,12.058707237243652,12.929847717285154,8.106966972351074,20.719724655151367,8.80527329444885,24.1228551864624,10.04513931274414,7.122753143310548,8.546314716339111,6.119548082351685,19.607933759689328,21.44697380065918,16.45482850074768,8.126652956008911,11.69404911994934,17.358898639678955,23.02424049377441,304.0225276152293,10.0,1567909858.0
387,k8sCluster_10g_100_3_avg_duplicated,tpch,7GB,102.0,6730MB,8.0,,10.0,16.0,207MB,2954MB,81.0,45.40134787559509,13.629806995391846,3.794415712356568,11.048405170440674,26.084715366363525,12.203231811523438,18.06351637840271,9.52237606048584,24.32434463500977,10.946048259735107,7.533896207809447,57.025708436965935,4.581547498703003,10.762866020202637,17.603496074676517,12.300785064697266,7.9564058780670175,13.586098194122314,15.243889093399048,24.983599424362183,344.06163573265076,10.0,1567910994.0
388,k8sCluster_10g_100_3_avg_duplicated,tpch,7GB,102.0,6730MB,8.0,,10.0,16.0,207MB,2954MB,82.0,47.117562770843506,12.891690731048586,3.8156161308288574,10.78490662574768,26.06562852859497,10.383435249328613,17.235902070999146,9.215484380722048,24.194639921188354,10.694440603256227,7.4985127449035645,60.739949226379395,4.993184328079224,11.766087532043455,17.068302631378177,12.787540435791016,8.12575888633728,13.904710054397585,10.581124544143675,24.17607498168945,344.06163573265076,10.0,1567912128.0
389,k8sCluster_10g_100_3_avg_duplicated,tpch,7GB,102.0,6730MB,8.0,,10.0,16.0,207MB,2954MB,83.0,45.55946445465088,13.283874034881592,3.762029647827149,11.525732278823853,25.822752237319946,11.759693384170532,16.704941272735596,9.304794311523438,25.870147943496704,10.899540901184082,7.285962104797362,57.610185384750366,4.602085590362549,11.584329843521118,16.31107449531555,11.811739921569824,7.472304821014403,14.57022500038147,10.705482959747314,25.1014940738678,344.06163573265076,10.0,1567913287.0
390,k8sCluster_10g_100_3_avg_duplicated,tpch,6GB,165.0,1519MB,8.0,,4.0,2.0,125MB,3316MB,84.0,45.25347852706909,13.297447443008425,3.339229822158813,10.798619985580444,25.898494482040405,7.665677070617676,17.94506335258484,8.476018905639647,25.353436946868896,9.955140352249147,5.491918087005615,8.136469125747679,4.568182706832887,12.46627712249756,16.960005521774292,12.751103401184082,8.484807252883911,11.827613592147827,10.357838869094847,23.768097639083862,286.22349309921265,10.0,1567914416.0
391,k8sCluster_10g_100_3_avg_duplicated,tpch,6GB,165.0,1519MB,8.0,,4.0,2.0,125MB,3316MB,85.0,47.37472414970398,12.696475982666016,3.3873479366302486,11.87418508529663,25.403692483901978,8.376196384429933,17.815958738327023,8.23836874961853,25.46131420135498,10.381815195083616,5.77048921585083,8.624215126037598,4.540878534317017,13.46294617652893,16.437058687210087,12.242115020751953,7.749025344848633,12.046655893325806,16.62486481666565,22.004908323287964,286.22349309921265,10.0,1567915484.0
392,k8sCluster_10g_100_3_avg_duplicated,tpch,6GB,165.0,1519MB,8.0,,4.0,2.0,125MB,3316MB,86.0,45.78833889961243,12.9956693649292,3.5337698459625244,11.650317430496216,25.401970863342285,8.521113395690918,17.501041412353516,8.387772560119629,25.986980676651,10.965364456176758,6.372325897216798,8.521795272827147,4.556457042694092,13.627516031265259,16.94740867614746,12.485531568527222,7.819698810577393,12.440423250198364,10.061810731887816,21.797016859054565,286.22349309921265,10.0,1567916552.0
393,k8sCluster_10g_100_3_avg_duplicated,tpch,3GB,190.0,5921MB,8.0,,8.0,6.0,491MB,344MB,87.0,45.787013292312615,12.837027311325073,3.3554720878601074,11.359963655471802,25.113022327423096,8.674002408981321,18.04769253730774,8.256338596343994,25.715177297592163,10.867042064666748,7.43197774887085,8.745991706848145,4.454599618911743,12.234970569610596,53.815077543258674,12.342183113098145,8.651804208755491,11.028319835662842,10.875738620758057,23.206746101379395,326.0441624323527,10.0,1567917664.0
394,k8sCluster_10g_100_3_avg_duplicated,tpch,3GB,190.0,5921MB,8.0,,8.0,6.0,491MB,344MB,88.0,47.17246437072754,13.810291290283205,3.3834595680236816,11.794275283813475,25.66023969650269,8.652471542358397,17.818275928497318,8.49227237701416,25.677507877349854,10.95765781402588,7.223219394683838,8.492060899734497,4.727863788604736,11.93325686454773,56.10967016220093,11.583960771560669,8.035550594329834,11.154732704162598,14.160150051116945,23.96245574951172,326.0441624323527,10.0,1567918766.0
395,k8sCluster_10g_100_3_avg_duplicated,tpch,3GB,190.0,5921MB,8.0,,8.0,6.0,491MB,344MB,89.0,47.08072853088379,13.13553762435913,3.4441397190093994,10.682582616806028,25.688608646392822,8.705468416213991,18.773786306381226,8.308126449584961,24.97072505950928,10.573394060134886,7.280159950256348,8.41158652305603,5.283082485198975,11.4298095703125,51.2592203617096,12.09435224533081,8.191076755523683,12.124100685119627,14.689650058746338,22.404353857040405,326.0441624323527,10.0,1567919947.0
396,k8sCluster_10g_100_3_avg_duplicated,tpch,1GB,70.0,4437MB,8.0,,4.0,3.0,322MB,3030MB,90.0,46.995213985443115,13.137010335922241,3.4595732688903813,13.635973691940308,25.50885963439941,8.159985542297362,16.624765872955322,8.436079740524294,25.37868642807007,10.655689001083372,6.6004638671875,8.453697919845581,4.614900827407837,14.073276281356812,17.121606588363647,12.48505973815918,8.182904958724977,12.352063179016113,10.711348772048948,20.7746160030365,287.8254027366638,10.0,1567921093.0
397,k8sCluster_10g_100_3_avg_duplicated,tpch,1GB,70.0,4437MB,8.0,,4.0,3.0,322MB,3030MB,91.0,46.04243803024292,11.751242399215698,3.1743342876434326,13.300203800201414,25.93139362335205,8.914319515228271,17.916816234588627,8.178370952606201,24.03102970123291,10.372763633728027,6.405815124511719,8.434170007705687,5.017166376113892,12.697647094726562,16.324302434921265,12.601152420043945,8.311542987823486,12.006484270095825,10.644746065139769,23.67837929725647,287.8254027366638,10.0,1567922193.0
398,k8sCluster_10g_100_3_avg_duplicated,tpch,1GB,70.0,4437MB,8.0,,4.0,3.0,322MB,3030MB,92.0,45.92350769042969,12.948505401611328,3.289815664291382,15.72821855545044,25.29288148880005,8.329545259475706,17.505797386169437,8.530917882919313,25.672518968582157,10.381072759628298,6.302067518234253,8.549059629440308,4.5336854457855225,12.247343301773071,16.695116758346558,11.811663627624512,8.113032579421997,11.099554538726807,14.534237384796144,22.89157247543335,287.8254027366638,10.0,1567923269.0
399,k8sCluster_10g_100_3_avg_duplicated,tpch,5GB,240.0,6975MB,6.0,,4.0,13.0,305MB,3236MB,93.0,47.21572351455689,13.13398289680481,4.04309606552124,10.616966247558594,26.84448409080505,11.890783071517944,17.459169864654537,9.051671266555788,25.42555570602417,9.746198415756227,8.16627025604248,60.68067002296448,5.084153652191162,13.168271780014038,359.27345871925354,12.106871366500854,7.824867248535156,13.582637548446655,14.920851707458494,22.144705772399906,647.2824020385742,10.0,1567924749.0
400,k8sCluster_10g_100_3_avg_duplicated,tpch,5GB,240.0,6975MB,6.0,,4.0,13.0,305MB,3236MB,94.0,45.07184791564941,12.928602933883667,4.109889745712279,12.832077503204346,25.57265257835388,12.392186641693115,17.823420524597168,9.527946233749391,24.853472471237183,10.583581447601318,7.424648761749268,8.671244621276855,4.465843677520752,12.515787363052368,331.2287905216217,12.33767032623291,7.806290626525879,13.221433877944946,14.562413930892944,23.873713970184326,647.2824020385742,10.0,1567926187.0
401,k8sCluster_10g_100_3_avg_duplicated,tpch,5GB,240.0,6975MB,6.0,,4.0,13.0,305MB,3236MB,95.0,45.494154930114746,14.151312589645386,4.324412822723389,10.790574312210083,26.764848947525024,11.585872173309324,17.468130350112915,9.1833074092865,25.03694772720337,10.5279860496521,7.348399639129639,55.65737199783325,4.471102476119995,13.111822605133055,310.6950764656067,12.155914306640625,7.848329782485963,13.934023141860962,15.3037269115448,21.80998659133911,647.2824020385742,10.0,1567927643.0
402,k8sCluster_10g_100_3_avg_duplicated,tpch,5GB,183.0,2019MB,4.0,,14.0,15.0,862MB,1443MB,96.0,45.3809380531311,13.437809944152832,3.191035270690918,11.359514474868774,25.343696117401123,7.904799461364746,17.253598928451538,8.50711464881897,25.75282287597656,10.634673595428467,6.119393825531006,8.154905796051025,4.6573431491851816,13.458923578262329,16.28265905380249,12.365003108978273,8.099281072616577,12.098883867263794,10.863896608352661,22.375425815582275,283.1467537879944,10.0,1567928771.0
403,k8sCluster_10g_100_3_avg_duplicated,tpch,5GB,183.0,2019MB,4.0,,14.0,15.0,862MB,1443MB,97.0,45.4143009185791,13.094220399856567,2.950747013092041,10.470360040664671,25.333431005477905,8.194893836975098,17.41918444633484,8.107555389404299,23.75753903388977,11.01792311668396,5.7286248207092285,9.79541015625,4.5461697578430185,11.881892681121824,16.366881608963013,12.86845088005066,9.143436670303343,11.530487298965454,10.221577167510986,23.82685399055481,283.1467537879944,10.0,1567929829.0
404,k8sCluster_10g_100_3_avg_duplicated,tpch,5GB,183.0,2019MB,4.0,,14.0,15.0,862MB,1443MB,98.0,46.66534113883972,12.608566522598267,3.170769214630127,11.019395589828491,25.010908603668213,8.297583103179933,17.304486274719242,8.17853856086731,24.47855806350708,10.093873023986816,5.611679315567017,8.608071327209473,4.323999881744385,12.308771848678589,17.083510875701904,11.89627480506897,8.18333911895752,11.936805486679075,10.695532560348509,27.05259656906128,283.1467537879944,10.0,1567930859.0
405,k8sCluster_10g_100_3_avg_duplicated,tpch,8GB,143.0,2625MB,6.0,,3.0,2.0,89MB,3289MB,99.0,46.33605623245239,12.404115200042725,3.4040956497192383,11.27544403076172,26.00039505958557,7.970670223236084,17.249730110168453,8.336787223815918,25.46102237701416,10.704052448272703,5.483876943588257,8.341472864151001,4.737433433532715,13.175565242767336,17.176110982894894,12.213815689086914,7.5961878299713135,12.559813022613525,10.817256689071655,21.385152101516727,284.2467768192291,10.0,1567931986.0
406,k8sCluster_10g_100_3_avg_duplicated,tpch,8GB,143.0,2625MB,6.0,,3.0,2.0,89MB,3289MB,100.0,46.467649936676025,13.33845853805542,3.4753544330596924,11.204685926437378,25.844738483428955,8.343687295913696,16.98502802848816,8.135768890380861,25.85277509689331,10.370479583740234,5.684264659881593,9.422384023666384,4.596417427062988,13.304792404174805,17.05040192604065,11.947708129882812,8.09436821937561,11.035959482192993,14.495684146881105,21.225838661193848,284.2467768192291,10.0,1567933103.0
407,k8sCluster_10g_100_3_avg_duplicated,tpch,8GB,143.0,2625MB,6.0,,3.0,2.0,89MB,3289MB,101.0,45.30318427085877,13.435426712036133,3.3827745914459233,11.298728227615356,25.545350074768066,8.454967498779299,18.32041382789612,8.524345636367798,25.29928421974182,10.626795291900637,5.595196008682251,8.192889928817749,4.1167988777160645,13.081444025039673,17.54702091217041,11.519564867019653,8.056860685348509,10.83538055419922,10.408222198486328,23.690183401107788,284.2467768192291,10.0,1567934196.0
408,k8sCluster_10g_100_3_avg_duplicated,tpch,5GB,127.0,2286MB,4.0,,10.0,11.0,592MB,3825MB,102.0,49.64715337753296,12.497960805892944,3.0237131118774414,11.524602174758911,25.53702259063721,8.190088987350464,16.71578335762024,8.454497098922731,23.170499086380005,9.884992837905882,5.538405179977417,8.14044451713562,4.3108298778533936,11.993702173233032,16.211783170700073,12.956096410751345,7.49854850769043,11.553681135177612,10.027165651321413,24.81382250785828,281.10357848803204,10.0,1567935260.0
409,k8sCluster_10g_100_3_avg_duplicated,tpch,5GB,127.0,2286MB,4.0,,10.0,11.0,592MB,3825MB,103.0,45.023481607437134,12.398651599884033,3.0947568416595463,12.185514688491821,25.91460919380188,7.478976726531982,17.930241584777832,8.433579444885254,24.48551082611084,10.532519102096556,5.6935880184173575,9.77633810043335,4.386705160140991,11.318060636520386,17.092904806137085,11.679919481277466,8.837827682495117,12.614218473434448,10.43697452545166,22.87537121772766,281.10357848803204,10.0,1567936298.0
410,k8sCluster_10g_100_3_avg_duplicated,tpch,5GB,127.0,2286MB,4.0,,10.0,11.0,592MB,3825MB,104.0,45.459439277648926,12.164865493774414,3.0980067253112797,11.39486575126648,25.703909158706665,8.208357572555544,16.599940538406372,8.446935176849365,24.204698324203488,10.112647771835329,5.670632600784303,8.962187528610231,4.674721956253052,12.519391059875488,16.939978122711178,11.805985689163208,7.939096927642822,11.89506483078003,10.55243682861328,23.07703185081482,281.10357848803204,10.0,1567937393.0
411,k8sCluster_10g_100_3_avg_duplicated,tpch,5GB,139.0,4692MB,5.0,,10.0,11.0,665MB,3850MB,105.0,45.053213596344,12.636730432510376,3.1112189292907715,11.328411340713501,25.28903317451477,8.262102365493773,16.8731369972229,8.689862728118896,24.00760507583618,10.14150857925415,5.844348907470702,8.395683526992798,4.307529211044312,12.254121541976929,18.492180109024048,12.82834792137146,8.338554382324219,11.650820970535278,10.394213676452637,23.79170560836792,282.52383518218994,10.0,1567938491.0
412,k8sCluster_10g_100_3_avg_duplicated,tpch,5GB,139.0,4692MB,5.0,,10.0,11.0,665MB,3850MB,106.0,48.88330268859863,13.30583643913269,3.1290874481201167,10.896840810775757,26.069299459457397,8.274351835250853,18.608924865722656,8.18142032623291,24.623143434524536,9.725524187088011,5.5122549533843985,8.582950353622438,4.564546585083008,11.402196168899536,15.844757556915285,11.577879905700685,8.165803670883179,12.287904262542725,10.93324327468872,24.145458936691284,282.52383518218994,10.0,1567939591.0
413,k8sCluster_10g_100_3_avg_duplicated,tpch,5GB,139.0,4692MB,5.0,,10.0,11.0,665MB,3850MB,107.0,47.066664934158325,13.53045105934143,2.969977378845215,10.650734663009645,25.91361927986145,8.672675371170044,17.848264932632446,8.197325468063353,24.745875597000122,10.692095279693604,5.625603914260863,8.391756534576416,4.514912128448486,12.477096319198608,17.164229154586792,11.980494737625122,7.585144519805907,11.317841529846193,9.689599990844727,22.13208651542664,282.52383518218994,10.0,1567940716.0
414,k8sCluster_10g_100_3_avg_duplicated,tpch,5GB,254.0,4618MB,1.0,,14.0,9.0,659MB,1689MB,108.0,67.4743344783783,17.706829071044922,5.425769090652466,14.590564727783205,24.99102020263672,11.336670875549315,33.093629598617554,9.327685594558718,28.224284648895264,14.85872507095337,5.57428503036499,12.180554628372192,9.988381624221804,17.893898010253906,24.456228971481323,16.705222368240356,11.70000958442688,16.508172273635864,14.192580461502075,35.66831159591675,395.6968871752421,10.0,1567941962.0
415,k8sCluster_10g_100_3_avg_duplicated,tpch,5GB,254.0,4618MB,1.0,,14.0,9.0,659MB,1689MB,109.0,68.19106388092041,16.865548133850098,5.507524251937866,15.028522253036499,26.713409662246704,11.684093952178955,36.93660473823547,9.339519500732422,29.345725297927856,14.63475251197815,5.6291019916534415,11.719219446182251,10.074074745178224,17.867719650268555,23.94844603538513,16.537428855895993,11.474366664886475,16.49459481239319,15.314141750335693,32.82911372184753,395.6968871752421,10.0,1567943141.0
416,k8sCluster_10g_100_3_avg_duplicated,tpch,5GB,254.0,4618MB,1.0,,14.0,9.0,659MB,1689MB,110.0,68.79091429710388,18.504966497421265,5.369874000549316,16.482442378997806,25.50742506980896,12.36351728439331,32.662506103515625,9.606206893920898,30.615982055664066,15.296860933303833,5.821709394454956,11.710898399353027,9.95114517211914,17.114922285079956,23.33764123916626,17.44356417655945,11.208502292633057,17.276325464248654,14.726624965667725,35.26650285720825,395.6968871752421,10.0,1567944286.0
417,k8sCluster_10g_100_3_avg_duplicated,tpch,5GB,82.0,730MB,4.0,,7.0,5.0,958MB,3204MB,111.0,46.14026427268982,13.065377473831177,3.372084617614746,11.768115043640135,26.36225962638855,8.096766710281372,19.188114404678345,8.372101545333862,25.013892650604248,10.654930591583252,6.315534830093384,7.986691474914551,4.610692501068115,12.766713380813599,16.021463871002194,12.199312686920164,7.447508573532104,12.09150457382202,14.325287103652954,23.88514471054077,287.5883554617564,10.0,1567945357.0
418,k8sCluster_10g_100_3_avg_duplicated,tpch,5GB,82.0,730MB,4.0,,7.0,5.0,958MB,3204MB,112.0,46.3861517906189,13.121418952941895,3.360706329345703,11.20607590675354,26.25906229019165,8.562108278274536,17.812718391418453,8.549082279205322,25.26976776123047,11.80165696144104,5.641583681106567,9.122306585311891,4.68467903137207,13.460758686065676,16.664448261260983,12.601427793502808,8.164654731750487,12.304866075515747,10.438133716583252,22.184494972229004,287.5883554617564,10.0,1567946425.0
419,k8sCluster_10g_100_3_avg_duplicated,tpch,5GB,82.0,730MB,4.0,,7.0,5.0,958MB,3204MB,113.0,48.11097979545593,11.564495325088501,3.4494202136993413,11.463550329208374,25.6617431640625,7.959300518035889,17.509576559066772,8.232307434082031,26.137354850769047,9.886890888214113,5.749497413635254,8.234182119369509,4.512951612472534,12.75984525680542,16.99478554725647,13.19638180732727,8.094383716583254,11.511985540390015,10.123108625411989,24.332462549209595,287.5883554617564,10.0,1567947489.0
